Gen
BusNum,GenID,GenFuelType,GenUnitType,GenIOB,GenIOC,GenParFac
8595,2,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),59.304516,0.010155,19.900000
8595,3,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),59.304516,0.010155,19.900000
8595,4,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),59.304516,0.010155,19.900000
8595,5,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),50.578270,0.008328,21.200001
8595,6,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),50.578270,0.008328,21.200001
8595,7,Natural Gas,ST (Steam Turbine),20.958097,0.005790,391.000000
8595,8,Natural Gas,ST (Steam Turbine),20.958097,0.005790,391.000000
8596,1,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),59.304516,0.010155,19.250000
8596,2,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),59.304516,0.010155,19.250000
8596,3,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),59.304516,0.010155,19.250000
8596,4,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),59.304516,0.010155,19.250000
8596,5,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),50.578270,0.008328,21.200001
8597,1,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),59.304516,0.010155,18.600000
8597,2,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),59.304516,0.010155,18.600000
8597,3,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),59.304516,0.010155,18.600000
8597,4,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),59.304516,0.010155,18.600000
8598,1,Coal,ST (Steam Turbine),16.010000,0.034265,45.900002
8598,2,Coal,ST (Steam Turbine),15.547558,0.021121,14.080000
8598,3,Coal,ST (Steam Turbine),15.547558,0.021121,14.080000
8598,4,Coal,ST (Steam Turbine),15.547558,0.021121,14.080000
8598,5,Coal,ST (Steam Turbine),15.547558,0.021121,14.080000
8598,6,Coal,ST (Steam Turbine),15.547558,0.021121,14.080000
8598,7,Wood or Wood Waste,ST (Steam Turbine),34.987999,0.085891,39.099998
8599,1,Wind,WT (Wind Turbine),17.199965,0.003831,0.000000
8600,1,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),50.578270,0.008328,68.300003
8600,2,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),50.578270,0.008328,68.300003
8600,3,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),50.578270,0.008328,68.300003
8600,4,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),50.578270,0.008328,68.300003
8600,5,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),50.578270,0.008328,68.300003
8600,6,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),50.578270,0.008328,68.300003
8600,7,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),50.578270,0.008328,68.300003
8600,8,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),50.578270,0.008328,68.300003
8601,1,Coal,ST (Steam Turbine),22.535000,0.032873,67.000000
8602,1,Natural Gas,CA (Combined Cycle Steam Part),9.546508,0.032500,144.000000
8602,2,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),50.578270,0.008328,25.500000
8602,3,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),50.578270,0.008328,25.500000
8602,4,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),50.578270,0.008328,25.500000
8602,5,Natural Gas,CT (Combined Cycle Combustion Turbine Part),14.878815,0.053263,65.300003
8602,6,Natural Gas,CT (Combined Cycle Combustion Turbine Part),14.878815,0.053263,65.300003
8602,7,Natural Gas,CT (Combined Cycle Combustion Turbine Part),14.878815,0.053263,65.300003
8603,1,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),59.304516,0.010155,16.000000
8603,2,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),59.304516,0.010155,16.000000
8603,3,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),59.304516,0.010155,16.000000
8603,4,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),59.304516,0.010155,16.000000
8605,1,Wind,WT (Wind Turbine),17.199965,0.003831,0.000000
8607,1,Natural Gas,GT (Gas Turbine),13.537264,0.025932,58.900002
8607,2,Natural Gas,GT (Gas Turbine),13.537264,0.025932,58.900002
8607,3,Natural Gas,GT (Gas Turbine),13.537264,0.025932,58.900002
8607,4,Natural Gas,GT (Gas Turbine),13.537264,0.025932,58.900002
8607,5,Natural Gas,GT (Gas Turbine),13.537264,0.025932,58.900002
8608,1,Coal,ST (Steam Turbine),15.848619,0.026002,57.599998
8609,1,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),59.304516,0.010155,18.600000
8609,2,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),59.304516,0.010155,18.600000
8609,3,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),59.304516,0.010155,18.600000
8610,1,Wood or Wood Waste,ST (Steam Turbine),34.810658,0.060126,54.000000
8611,1,Natural Gas,GT (Gas Turbine),13.537264,0.025932,53.599998
8612,1,Other,ST (Steam Turbine),0.000000,0.000000,53.299999
8613,1,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),50.578270,0.008328,53.099998
8614,1,"Residual Fuel Oil (FO5, FO6)",IC (Internal Combustion),26.976999,0.114338,17.566668
8614,2,"Residual Fuel Oil (FO5, FO6)",IC (Internal Combustion),26.976999,0.114338,17.566668
8614,3,"Residual Fuel Oil (FO5, FO6)",IC (Internal Combustion),26.976999,0.114338,17.566668
8614,4,Coal,ST (Steam Turbine),14.311197,0.008766,156.199997
8614,5,Coal,ST (Steam Turbine),15.164623,0.016279,89.099998
8614,6,Coal,ST (Steam Turbine),15.164623,0.016279,89.099998
8614,7,Coal,ST (Steam Turbine),14.891053,0.013854,103.500000
8615,1,Wind,WT (Wind Turbine),17.199965,0.003831,0.000000
8616,1,Natural Gas,CA (Combined Cycle Steam Part),14.878815,0.053263,26.100000
8616,2,Natural Gas,CA (Combined Cycle Steam Part),14.878815,0.053263,26.100000
8617,1,Hydro,HY (Hydro),14.878815,0.062200,12.800000
8617,2,Hydro,HY (Hydro),14.878815,0.062200,12.800000
8617,3,Hydro,HY (Hydro),14.878815,0.062200,12.800000
8617,4,Hydro,HY (Hydro),14.878815,0.062200,12.800000
8618,1,Natural Gas,GT (Gas Turbine),13.537264,0.025932,50.500000
8619,1,Natural Gas,CA (Combined Cycle Steam Part),14.878815,0.053263,49.900002
8623,1,Natural Gas,GT (Gas Turbine),13.537264,0.025932,43.799999
8623,2,Natural Gas,GT (Gas Turbine),13.537264,0.025932,43.799999
8624,1,Natural Gas,GT (Gas Turbine),13.537264,0.025932,43.799999
8624,2,Natural Gas,GT (Gas Turbine),13.537264,0.025932,43.799999
8625,1,Natural Gas,GT (Gas Turbine),13.537264,0.025932,43.799999
8625,2,Natural Gas,GT (Gas Turbine),13.537264,0.025932,43.799999
8629,1,Other,ST (Steam Turbine),0.000000,0.000000,36.500000
8630,1,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),59.304516,0.010155,18.000000
8630,2,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),59.304516,0.010155,18.000000
8630,3,Coal,ST (Steam Turbine),15.410519,0.019278,75.000000
8630,4,Coal,ST (Steam Turbine),15.410519,0.019278,75.000000
8630,5,Coal,ST (Steam Turbine),15.410519,0.019278,75.000000
8632,1,Coal,ST (Steam Turbine),16.010000,0.043641,35.000000
8632,2,Coal,ST (Steam Turbine),14.750000,0.012200,114.000000
8633,1,Wind,WT (Wind Turbine),17.199965,0.003831,0.000000
8635,1,Wood or Wood Waste,ST (Steam Turbine),34.987999,0.102781,33.000000
8636,1,Natural Gas,GT (Gas Turbine),13.537264,0.025932,32.299999
8636,2,Natural Gas,GT (Gas Turbine),13.537264,0.025932,38.400002
8637,1,Other,ST (Steam Turbine),0.000000,0.000000,32.099998
8640,1,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),59.304516,0.010155,16.000000
8640,2,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),59.304516,0.010155,16.000000
8641,1,Hydro,HY (Hydro),14.878815,0.062200,32.000000
8641,10,Hydro,HY (Hydro),14.878815,0.062200,37.500000
8641,11,Hydro,HY (Hydro),14.878815,0.062200,37.500000
8641,12,Hydro,HY (Hydro),14.878815,0.062200,37.500000
8641,2,Hydro,HY (Hydro),14.878815,0.062200,32.000000
8641,3,Hydro,HY (Hydro),14.878815,0.062200,32.000000
8641,4,Hydro,HY (Hydro),14.878815,0.062200,32.000000
8641,5,Hydro,HY (Hydro),14.878815,0.062200,32.000000
8641,6,Hydro,HY (Hydro),14.878815,0.062200,33.000000
8641,7,Hydro,HY (Hydro),14.878815,0.062200,33.000000
8641,8,Hydro,HY (Hydro),14.878815,0.062200,37.500000
8641,9,Hydro,HY (Hydro),14.878815,0.062200,37.500000
8642,1,Hydro,HY (Hydro),14.878815,0.062200,10.000000
8642,2,Hydro,HY (Hydro),14.878815,0.062200,10.000000
8642,3,Hydro,HY (Hydro),14.878815,0.062200,10.000000
8643,1,Other,ST (Steam Turbine),25.545000,0.075845,10.000000
8643,2,Other,ST (Steam Turbine),25.545000,0.075845,10.000000
8643,3,Other,ST (Steam Turbine),25.545000,0.075845,10.000000
8644,1,Wind,WT (Wind Turbine),17.199965,0.003831,0.000000
8646,1,Hydro,PS (Hydro Pumped Storage),14.878815,0.062200,29.000000
8646,2,Hydro,PS (Hydro Pumped Storage),14.878815,0.009008,220.000000
8646,3,Hydro,PS (Hydro Pumped Storage),14.878815,0.009008,220.000000
8647,1,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),50.578270,0.008328,27.000000
8647,2,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),50.578270,0.008328,27.000000
8648,1,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),50.578270,0.008328,27.000000
8649,1,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),50.578270,0.008328,27.000000
8649,2,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),50.578270,0.008328,27.000000
8650,1,Wind,WT (Wind Turbine),17.199965,0.003831,0.000000
8651,1,Other,ST (Steam Turbine),25.545000,0.101040,25.000000
8651,2,Other,ST (Steam Turbine),25.545000,0.101040,25.000000
8652,1,Natural Gas,IC (Internal Combustion),26.976999,0.070040,6.100000
8652,2,Natural Gas,IC (Internal Combustion),26.976999,0.070040,6.100000
8652,3,Natural Gas,IC (Internal Combustion),26.976999,0.070040,6.100000
8652,4,Natural Gas,IC (Internal Combustion),26.976999,0.070040,6.100000
8653,1,Other,ST (Steam Turbine),0.000000,0.000000,24.100000
8654,1,Natural Gas,IC (Internal Combustion),26.976999,0.070040,6.000000
8654,2,Natural Gas,IC (Internal Combustion),26.976999,0.070040,6.000000
8654,3,Natural Gas,IC (Internal Combustion),26.976999,0.070040,6.000000
8654,4,Natural Gas,IC (Internal Combustion),26.976999,0.070040,6.000000
8657,1,Natural Gas,GT (Gas Turbine),13.537264,0.025932,22.299999
8657,2,Natural Gas,GT (Gas Turbine),13.537264,0.025932,22.299999
8657,3,Natural Gas,GT (Gas Turbine),13.537264,0.025932,22.299999
8657,4,Natural Gas,GT (Gas Turbine),13.537264,0.025932,22.299999
8657,5,Natural Gas,ST (Steam Turbine),19.790001,0.002684,850.500000
8657,6,Natural Gas,ST (Steam Turbine),19.790001,0.002684,850.500000
8661,1,Other,ST (Steam Turbine),25.545000,0.123546,21.000000
8662,1,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),50.578270,0.008328,20.000000
8662,2,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),50.578270,0.008328,20.000000
8662,3,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),50.578270,0.008328,20.000000
13881,1,Natural Gas,ST (Steam Turbine),22.900000,0.014829,50.400002
13881,2,Natural Gas,ST (Steam Turbine),22.900000,0.014829,50.400002
13881,3,Natural Gas,ST (Steam Turbine),22.900000,0.014829,50.400002
13882,1,Natural Gas,CT (Combined Cycle Combustion Turbine Part),9.546508,0.032500,144.000000
13882,2,Natural Gas,CT (Combined Cycle Combustion Turbine Part),9.546508,0.032500,144.000000
13882,3,Natural Gas,CT (Combined Cycle Combustion Turbine Part),9.546508,0.032500,144.000000
13882,4,Natural Gas,CA (Combined Cycle Steam Part),18.772003,0.009320,200.000000
13882,5,Natural Gas,CA (Combined Cycle Steam Part),18.772003,0.009320,195.000000
13882,6,Natural Gas,CT (Combined Cycle Combustion Turbine Part),18.772003,0.009320,122.000000
13882,7,Natural Gas,CT (Combined Cycle Combustion Turbine Part),18.772003,0.009320,122.000000
13882,8,Natural Gas,CT (Combined Cycle Combustion Turbine Part),18.772003,0.009320,122.000000
13883,1,Other,ST (Steam Turbine),25.545000,0.093552,27.500000
13883,2,Other,ST (Steam Turbine),25.545000,0.093552,27.500000
13883,3,Other,ST (Steam Turbine),24.664000,0.032339,75.000000
13883,4,Natural Gas,GT (Gas Turbine),16.921619,0.007157,92.000000
13883,5,Natural Gas,GT (Gas Turbine),16.921619,0.007157,92.000000
13884,1,Coal,ST (Steam Turbine),14.028790,0.007375,176.800003
13884,2,Coal,ST (Steam Turbine),15.369831,0.018499,81.599998
13884,3,Coal,ST (Steam Turbine),15.369831,0.018499,81.599998
13884,4,Coal,ST (Steam Turbine),13.171000,0.002929,445.500000
13885,1,Natural Gas,ST (Steam Turbine),22.459000,0.012424,176.800003
13885,2,Natural Gas,ST (Steam Turbine),20.882915,0.004785,446.000000
13885,3,Natural Gas,ST (Steam Turbine),24.641233,0.032164,75.000000
13886,1,Natural Gas,CA (Combined Cycle Steam Part),14.878815,0.053263,68.000000
13886,2,Natural Gas,CT (Combined Cycle Combustion Turbine Part),14.878815,0.053263,50.000000
13886,3,Natural Gas,GT (Gas Turbine),14.878815,0.053263,50.000000
13888,1,Natural Gas,GT (Gas Turbine),13.537264,0.025932,45.000000
13889,1,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),50.578270,0.008328,26.000000
13889,2,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),50.578270,0.008328,26.000000
13890,1,Natural Gas,ST (Steam Turbine),25.504152,0.120666,10.000000
13890,2,Natural Gas,ST (Steam Turbine),25.504152,0.120666,10.000000
13891,1,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),50.578270,0.008328,20.000000
13892,1,Nuclear,ST (Steam Turbine),0.000000,0.000000,0.000000
13892,2,Nuclear,ST (Steam Turbine),0.000000,0.000000,0.000000
13893,1,Coal,ST (Steam Turbine),12.996000,0.001699,685.000000
13893,2,Coal,ST (Steam Turbine),12.996000,0.001699,685.000000
13894,1,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),50.578270,0.008328,125.000000
13894,10,Coal,ST (Steam Turbine),13.245489,0.003814,364.000000
13894,2,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),50.578270,0.008328,125.000000
13894,3,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),50.578270,0.008328,94.000000
13894,4,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),50.578270,0.008328,35.000000
13894,5,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),50.578270,0.008328,103.000000
13894,6,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),50.578270,0.008328,103.000000
13894,7,Natural Gas,ST (Steam Turbine),20.858591,0.002634,659.000000
13894,8,Natural Gas,ST (Steam Turbine),20.858591,0.002634,659.000000
13894,9,Coal,ST (Steam Turbine),13.245489,0.003814,364.000000
13895,1,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),59.304516,0.010155,49.333332
13895,2,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),59.304516,0.010155,49.333332
13895,3,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),59.304516,0.010155,49.333332
13895,4,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),59.304516,0.010155,49.333332
13895,5,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),59.304516,0.010155,49.333332
13895,6,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),59.304516,0.010155,49.333332
13895,7,Coal,ST (Steam Turbine),13.225779,0.001646,626.000000
13895,8,Coal,ST (Steam Turbine),13.225779,0.001646,626.000000
13897,1,Coal,ST (Steam Turbine),13.925681,0.006808,196.000000
13897,2,Coal,ST (Steam Turbine),13.925681,0.006808,196.000000
13897,3,Coal,ST (Steam Turbine),13.925681,0.006808,196.000000
13897,4,Natural Gas,GT (Gas Turbine),60.756577,0.004772,163.000000
13897,5,Natural Gas,GT (Gas Turbine),60.756577,0.004772,163.000000
13898,1,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),50.578270,0.008328,53.099998
13898,2,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),50.578270,0.008328,53.099998
13898,3,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),50.578270,0.008328,53.099998
13898,4,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),50.578270,0.008328,53.099998
13898,5,Natural Gas,GT (Gas Turbine),60.756577,0.004772,192.000000
13899,1,Coal,ST (Steam Turbine),13.960435,0.006892,190.399994
13899,2,Coal,ST (Steam Turbine),13.826056,0.006421,209.399994
13900,1,Natural Gas,GT (Gas Turbine),60.756577,0.004772,175.899994
13900,2,Natural Gas,GT (Gas Turbine),60.756577,0.004772,198.899994
13900,3,Natural Gas,GT (Gas Turbine),60.756577,0.004772,198.899994
13900,4,Natural Gas,GT (Gas Turbine),60.756577,0.004772,198.899994
13901,1,"Residual Fuel Oil (FO5, FO6)",ST (Steam Turbine),77.195313,0.046558,162.000000
13902,1,Natural Gas,GT (Gas Turbine),60.756577,0.004772,18.000000
13902,2,Natural Gas,GT (Gas Turbine),60.756577,0.004772,18.000000
13902,3,Natural Gas,GT (Gas Turbine),60.756577,0.004772,18.000000
13902,4,Natural Gas,GT (Gas Turbine),60.756577,0.004772,18.000000
13902,5,Natural Gas,GT (Gas Turbine),60.756577,0.004772,18.000000
13902,6,Natural Gas,GT (Gas Turbine),60.756577,0.004772,18.000000
13902,7,Natural Gas,GT (Gas Turbine),60.756577,0.004772,18.000000
13902,8,Natural Gas,GT (Gas Turbine),60.756577,0.004772,18.000000
13903,1,Coal,ST (Steam Turbine),14.526340,0.010197,136.000000
13903,2,"Residual Fuel Oil (FO5, FO6)",ST (Steam Turbine),71.325302,0.017196,414.700012
13903,3,Coal,ST (Steam Turbine),13.269107,0.003861,359.000000
13904,1,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),50.578270,0.008328,25.000000
13904,2,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),50.578270,0.008328,25.000000
13904,3,Natural Gas,ST (Steam Turbine),24.732754,0.033501,72.199997
13904,4,Natural Gas,GT (Gas Turbine),16.921619,0.007157,135.000000
13905,1,Natural Gas,GT (Gas Turbine),16.921619,0.007157,121.500000
13908,1,Natural Gas,GT (Gas Turbine),13.537264,0.025932,23.900000
13908,2,Natural Gas,GT (Gas Turbine),13.537264,0.025932,23.900000
13908,3,Natural Gas,GT (Gas Turbine),16.921619,0.007157,15.266666
13908,4,Natural Gas,GT (Gas Turbine),16.921619,0.007157,15.266666
13908,5,Natural Gas,GT (Gas Turbine),16.921619,0.007157,15.266666
13908,6,Natural Gas,GT (Gas Turbine),16.921619,0.007157,15.266666
13908,7,Natural Gas,GT (Gas Turbine),16.921619,0.007157,15.266666
13908,8,Natural Gas,GT (Gas Turbine),16.921619,0.007157,15.266666
13912,1,"Residual Fuel Oil (FO5, FO6)",IC (Internal Combustion),26.976999,0.114338,4.850000
13912,2,"Residual Fuel Oil (FO5, FO6)",IC (Internal Combustion),26.976999,0.114338,4.850000
13912,3,"Residual Fuel Oil (FO5, FO6)",IC (Internal Combustion),26.976999,0.114338,4.850000
13912,4,"Residual Fuel Oil (FO5, FO6)",IC (Internal Combustion),26.976999,0.114338,4.850000
13912,5,"Residual Fuel Oil (FO5, FO6)",IC (Internal Combustion),26.976999,0.114338,4.850000
13912,6,"Residual Fuel Oil (FO5, FO6)",IC (Internal Combustion),26.976999,0.114338,4.850000
13912,7,"Residual Fuel Oil (FO5, FO6)",IC (Internal Combustion),26.976999,0.114338,4.850000
13912,8,"Residual Fuel Oil (FO5, FO6)",IC (Internal Combustion),26.976999,0.114338,4.850000
13917,1,Natural Gas,GT (Gas Turbine),13.537264,0.025932,22.000000
13920,1,Coal,ST (Steam Turbine),12.513000,0.001150,1245.599976
13920,2,Coal,ST (Steam Turbine),12.513000,0.001150,1245.599976
13921,1,Nuclear,ST (Steam Turbine),0.000000,0.000000,0.000000
13921,2,Nuclear,ST (Steam Turbine),0.000000,0.000000,0.000000
13922,1,Nuclear,ST (Steam Turbine),0.000000,0.000000,0.000000
13922,2,Nuclear,ST (Steam Turbine),0.000000,0.000000,0.000000
13923,1,Nuclear,ST (Steam Turbine),0.000000,0.000000,0.000000
13924,1,Coal,ST (Steam Turbine),12.670000,0.001765,763.200012
13925,1,Coal,ST (Steam Turbine),12.722000,0.001755,745.200012
13925,2,Coal,ST (Steam Turbine),13.101506,0.001685,657.000000
13925,3,Coal,ST (Steam Turbine),12.722000,0.001755,745.200012
13925,4,Coal,ST (Steam Turbine),13.131469,0.003262,410.799988
13926,1,Natural Gas,GT (Gas Turbine),18.772003,0.009320,199.399994
13926,2,Natural Gas,GT (Gas Turbine),18.772003,0.009320,199.399994
13926,3,Natural Gas,GT (Gas Turbine),18.772003,0.009320,199.399994
13926,4,Natural Gas,GT (Gas Turbine),18.772003,0.009320,199.399994
13926,5,Natural Gas,GT (Gas Turbine),18.772003,0.009320,199.399994
13926,6,Natural Gas,CA (Combined Cycle Steam Part),18.772003,0.009320,195.500000
13926,7,Natural Gas,CT (Combined Cycle Combustion Turbine Part),18.772003,0.009320,199.399994
13926,8,Natural Gas,CT (Combined Cycle Combustion Turbine Part),18.772003,0.009320,199.399994
13927,1,Natural Gas,CT (Combined Cycle Combustion Turbine Part),18.772003,0.009320,199.399994
13927,2,Natural Gas,GT (Gas Turbine),18.772003,0.009320,199.399994
13927,3,Natural Gas,GT (Gas Turbine),18.772003,0.009320,199.399994
13927,4,Natural Gas,GT (Gas Turbine),18.772003,0.009320,199.399994
13927,5,Natural Gas,CA (Combined Cycle Steam Part),18.772003,0.009320,195.000000
13927,6,Natural Gas,CT (Combined Cycle Combustion Turbine Part),18.772003,0.009320,199.399994
13928,1,Natural Gas,GT (Gas Turbine),60.756577,0.004772,195.500000
13928,2,Natural Gas,GT (Gas Turbine),60.756577,0.004772,195.500000
13928,3,Natural Gas,GT (Gas Turbine),60.756577,0.004772,195.500000
13928,4,Natural Gas,GT (Gas Turbine),60.756577,0.004772,195.500000
13928,5,Natural Gas,GT (Gas Turbine),60.756577,0.004772,195.500000
13929,1,Natural Gas,GT (Gas Turbine),60.756577,0.004772,195.199997
13929,2,Natural Gas,GT (Gas Turbine),60.756577,0.004772,195.199997
13929,3,Natural Gas,GT (Gas Turbine),60.756577,0.004772,198.899994
13929,4,Natural Gas,GT (Gas Turbine),60.756577,0.004772,195.199997
13929,5,Natural Gas,GT (Gas Turbine),60.756577,0.004772,195.199997
13930,1,Coal,ST (Steam Turbine),14.144104,0.008145,163.199997
13930,2,Coal,ST (Steam Turbine),14.144104,0.008145,163.199997
13930,3,Coal,ST (Steam Turbine),13.570762,0.004938,272.000000
13930,4,Coal,ST (Steam Turbine),13.570762,0.004938,272.000000
13930,5,Coal,ST (Steam Turbine),13.555074,0.004863,278.000000
13931,1,Coal,ST (Steam Turbine),14.809370,0.012727,112.500000
13931,2,Coal,ST (Steam Turbine),14.809370,0.012727,112.500000
13931,3,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),50.578270,0.008328,37.500000
13931,4,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),50.578270,0.008328,37.500000
13931,5,Coal,ST (Steam Turbine),13.174750,0.002876,446.600006
13932,1,"Residual Fuel Oil (FO5, FO6)",CA (Combined Cycle Steam Part),59.304516,0.010155,51.000000
13932,2,"Residual Fuel Oil (FO5, FO6)",CA (Combined Cycle Steam Part),59.304516,0.010155,51.000000
13932,3,Coal,ST (Steam Turbine),13.992491,0.007136,187.899994
13932,4,Coal,ST (Steam Turbine),14.461711,0.010037,140.600006
13933,1,Coal,ST (Steam Turbine),14.554941,0.010380,133.000000
13933,2,Coal,ST (Steam Turbine),14.554941,0.010380,133.000000
13933,3,Natural Gas,GT (Gas Turbine),13.537264,0.025932,33.799999
13933,4,Natural Gas,GT (Gas Turbine),13.537264,0.025932,33.799999
13933,5,Natural Gas,GT (Gas Turbine),13.537264,0.025932,33.799999
13933,6,Natural Gas,GT (Gas Turbine),13.537264,0.025932,33.799999
13933,7,Coal,ST (Steam Turbine),14.913381,0.014137,100.000000
13933,8,Coal,ST (Steam Turbine),14.913381,0.014137,100.000000
13934,1,Hydro,HY (Hydro),14.878815,0.020763,87.500000
13934,2,Hydro,HY (Hydro),14.878815,0.020763,87.500000
13934,3,Hydro,HY (Hydro),14.878815,0.020763,87.500000
13934,4,Hydro,HY (Hydro),14.878815,0.020763,87.500000
13936,1,Coal,ST (Steam Turbine),15.419221,0.019321,75.000000
13936,2,Coal,ST (Steam Turbine),15.419221,0.019321,75.000000
13936,3,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),50.578270,0.008328,29.900000
13936,4,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),50.578270,0.008328,29.900000
13936,5,"Residual Fuel Oil (FO5, FO6)",GT (Gas Turbine),50.578270,0.008328,29.900000
13936,6,Coal,ST (Steam Turbine),13.676091,0.005543,252.399994
13937,1,Hydro,HY (Hydro),14.878815,0.062200,70.599998
13937,2,Hydro,PS (Hydro Pumped Storage),14.878815,0.020763,95.000000
13938,1,Other,ST (Steam Turbine),15.245748,0.024116,67.500000
13938,2,Other,ST (Steam Turbine),15.245748,0.024116,67.500000
13940,1,Hydro,HY (Hydro),14.878815,0.062200,15.000000
13940,2,Hydro,HY (Hydro),14.878815,0.062200,15.000000
13940,3,Hydro,HY (Hydro),14.878815,0.062200,15.000000
13940,4,Hydro,HY (Hydro),14.878815,0.062200,15.000000
13941,1,Coal,ST (Steam Turbine),15.839123,0.025970,57.799999
13942,1,Coal,ST (Steam Turbine),15.859131,0.026562,57.400002
13942,2,Coal,ST (Steam Turbine),15.859131,0.026562,57.400002
13943,1,Natural Gas,GT (Gas Turbine),13.537264,0.025932,57.299999
13943,2,Natural Gas,GT (Gas Turbine),13.537264,0.025932,57.299999
13943,3,Natural Gas,GT (Gas Turbine),13.537264,0.025932,57.299999
13943,4,Natural Gas,GT (Gas Turbine),13.537264,0.025932,57.299999
13943,5,Natural Gas,GT (Gas Turbine),13.537264,0.025932,57.299999
13943,6,Natural Gas,GT (Gas Turbine),13.537264,0.025932,57.299999
13945,1,Other,ST (Steam Turbine),15.320540,0.027963,54.000000
13946,1,Coal,ST (Steam Turbine),15.956568,0.029080,8.750000
13946,2,Coal,ST (Steam Turbine),15.956568,0.029080,8.750000
13946,3,Coal,ST (Steam Turbine),15.956568,0.029080,8.750000
13946,4,Coal,ST (Steam Turbine),15.956568,0.029080,8.750000
13946,5,Coal,ST (Steam Turbine),15.956568,0.029080,8.750000
13946,6,Coal,ST (Steam Turbine),15.956568,0.029080,8.750000
13948,1,Wood or Wood Waste,ST (Steam Turbine),34.985550,0.065761,50.000000
