Gen
BusNum,GenID,GenFuelType,GenUnitType,GenIOB,GenIOC,GenParFac
58680,2,Hydro,HY (Hydro),14.878810,0.020763,112.500000
58680,3,Hydro,HY (Hydro),14.878810,0.020763,112.500000
58680,4,Hydro,HY (Hydro),14.878810,0.020763,112.500000
58681,1,Wind,WT (Wind Turbine),0.000000,0.000000,100.699997
58682,1,Wind,WT (Wind Turbine),0.000000,0.000000,98.900002
58683,1,Wind,WT (Wind Turbine),0.000000,0.000000,97.799995
58685,1,Natural Gas,CT (Combined Cycle Combustion Turbine Part),18.771999,0.009320,95.900002
58685,2,Natural Gas,CT (Combined Cycle Combustion Turbine Part),18.771999,0.009320,95.900002
58685,3,Natural Gas,CA (Combined Cycle Steam Part),18.771999,0.009320,93.699997
58686,1,Hydro,HY (Hydro),14.878810,0.020763,95.000000
58686,10,Hydro,HY (Hydro),14.878810,0.020763,97.800003
58686,2,Hydro,HY (Hydro),14.878810,0.020763,95.000000
58686,3,Hydro,HY (Hydro),14.878810,0.020763,95.000000
58686,4,Hydro,HY (Hydro),14.878810,0.020763,95.000000
58686,5,Hydro,HY (Hydro),14.878810,0.020763,95.000000
58686,6,Hydro,HY (Hydro),14.878810,0.020763,95.000000
58686,7,Hydro,HY (Hydro),14.878810,0.020763,95.000000
58686,8,Hydro,HY (Hydro),14.878810,0.020763,95.000000
58686,9,Hydro,HY (Hydro),14.878810,0.020763,97.800003
58687,1,Hydro,HY (Hydro),14.878810,0.020763,90.000000
58687,2,Hydro,HY (Hydro),14.878810,0.020763,90.000000
58687,3,Hydro,HY (Hydro),14.878810,0.020763,90.000000
58687,4,Hydro,HY (Hydro),14.878810,0.020763,111.000000
58687,5,Hydro,HY (Hydro),14.878810,0.020763,111.000000
58687,6,Hydro,HY (Hydro),14.878810,0.020763,111.000000
58689,1,Wind,WT (Wind Turbine),0.000000,0.000000,90.000000
58690,1,Natural Gas,GT (Gas Turbine),16.921619,0.007157,88.900002
58690,2,Natural Gas,GT (Gas Turbine),16.921619,0.007157,88.900002
58691,1,Hydro,HY (Hydro),14.878810,0.020763,95.000000
58691,10,Hydro,HY (Hydro),14.878810,0.020763,95.000000
58691,11,Hydro,HY (Hydro),14.878810,0.020763,95.000000
58691,12,Hydro,HY (Hydro),14.878810,0.020763,88.199997
58691,13,Hydro,HY (Hydro),14.878810,0.020763,88.199997
58691,14,Hydro,HY (Hydro),14.878810,0.020763,88.199997
58691,15,Hydro,HY (Hydro),14.878810,0.020763,88.199997
58691,16,Hydro,HY (Hydro),14.878810,0.020763,88.199997
58691,17,Hydro,HY (Hydro),14.878810,0.020763,88.199997
58691,18,Hydro,HY (Hydro),14.878810,0.020763,88.199997
58691,19,Hydro,HY (Hydro),14.878810,0.020763,88.199997
58691,2,Hydro,HY (Hydro),14.878810,0.020763,95.000000
58691,20,Hydro,HY (Hydro),14.878810,0.020763,88.199997
58691,21,Hydro,HY (Hydro),14.878810,0.020763,88.199997
58691,22,Hydro,HY (Hydro),14.878810,0.020763,88.199997
58691,23,Hydro,HY (Hydro),14.878810,0.020763,88.199997
58691,24,Hydro,HY (Hydro),14.878810,0.020763,88.199997
58691,25,Hydro,HY (Hydro),14.878810,0.020763,88.199997
58691,26,Hydro,HY (Hydro),14.878810,0.020763,88.199997
58691,27,Hydro,HY (Hydro),14.878810,0.020763,88.199997
58691,3,Hydro,HY (Hydro),14.878810,0.020763,95.000000
58691,4,Hydro,HY (Hydro),14.878810,0.020763,95.000000
58691,5,Hydro,HY (Hydro),14.878810,0.020763,95.000000
58691,6,Hydro,HY (Hydro),14.878810,0.020763,95.000000
58691,7,Hydro,HY (Hydro),14.878810,0.020763,95.000000
58691,8,Hydro,HY (Hydro),14.878810,0.020763,95.000000
58691,9,Hydro,HY (Hydro),14.878810,0.020763,95.000000
58692,1,Natural Gas,CA (Combined Cycle Steam Part),14.878810,0.053263,37.700001
58692,2,Natural Gas,CT (Combined Cycle Combustion Turbine Part),18.771999,0.009320,87.800003
58693,1,Natural Gas,GT (Gas Turbine),16.921619,0.007157,84.599998
58693,2,Natural Gas,GT (Gas Turbine),16.921619,0.007157,84.599998
58694,1,Hydro,HY (Hydro),14.878810,0.020763,80.800003
58695,1,Hydro,HY (Hydro),14.878810,0.020763,80.000000
58695,2,Hydro,HY (Hydro),14.878810,0.020763,80.000000
58695,3,Hydro,HY (Hydro),14.878810,0.020763,80.000000
58696,1,Hydro,HY (Hydro),14.878810,0.020763,77.400002
58696,10,Hydro,HY (Hydro),14.878810,0.020763,77.400002
58696,2,Hydro,HY (Hydro),14.878810,0.020763,77.400002
58696,3,Hydro,HY (Hydro),14.878810,0.020763,77.400002
58696,4,Hydro,HY (Hydro),14.878810,0.020763,77.400002
58696,5,Hydro,HY (Hydro),14.878810,0.020763,77.400002
58696,6,Hydro,HY (Hydro),14.878810,0.020763,77.400002
58696,7,Hydro,HY (Hydro),14.878810,0.020763,77.400002
58696,8,Hydro,HY (Hydro),14.878810,0.020763,77.400002
58696,9,Hydro,HY (Hydro),14.878810,0.020763,77.400002
58699,1,Hydro,HY (Hydro),14.878810,0.062200,40.000000
58699,2,Hydro,HY (Hydro),14.878810,0.062200,12.800000
58699,3,Hydro,HY (Hydro),14.878810,0.062200,12.800000
58699,4,Hydro,HY (Hydro),14.878810,0.062200,12.800000
58699,5,Hydro,HY (Hydro),14.878810,0.062200,12.800000
58699,6,Hydro,HY (Hydro),14.878810,0.062200,12.800000
58700,1,Wood or Wood Waste,ST (Steam Turbine),34.387131,0.053787,64.000000
58701,1,Wood or Wood Waste,ST (Steam Turbine),34.402382,0.055878,61.500000
58702,1,Wood or Wood Waste,ST (Steam Turbine),34.433361,0.057339,14.850000
58702,2,Wood or Wood Waste,ST (Steam Turbine),34.433361,0.057339,14.850000
58702,3,Wood or Wood Waste,ST (Steam Turbine),34.433361,0.057339,14.850000
58702,4,Wood or Wood Waste,ST (Steam Turbine),34.433361,0.057339,14.850000
58702,5,Wood or Wood Waste,ST (Steam Turbine),34.703678,0.101110,31.400000
58703,1,Natural Gas,GT (Gas Turbine),13.537260,0.025932,58.900002
58703,2,Natural Gas,GT (Gas Turbine),13.537260,0.025932,58.900002
58703,3,Natural Gas,GT (Gas Turbine),16.921619,0.007157,129.100006
58703,4,Natural Gas,GT (Gas Turbine),16.921619,0.007157,129.100006
58704,1,Wood or Wood Waste,ST (Steam Turbine),34.495979,0.062267,50.700001
58705,1,Wind,WT (Wind Turbine),0.000000,0.000000,50.000000
58707,1,Hydro,HY (Hydro),14.878810,0.062200,46.000000
58707,2,Hydro,HY (Hydro),14.878810,0.062200,46.000000
58708,1,Natural Gas,GT (Gas Turbine),13.537260,0.025932,11.400000
58708,2,Natural Gas,GT (Gas Turbine),13.537260,0.025932,11.400000
58708,3,Natural Gas,GT (Gas Turbine),13.537260,0.025932,11.400000
58708,4,Natural Gas,GT (Gas Turbine),13.537260,0.025932,11.400000
58709,1,Hydro,HY (Hydro),14.878810,0.062200,45.000000
58709,2,Hydro,HY (Hydro),14.878810,0.062200,45.000000
58709,3,Hydro,HY (Hydro),14.878810,0.062200,45.000000
58710,1,Wind,WT (Wind Turbine),0.000000,0.000000,44.000000
58710,2,Wind,WT (Wind Turbine),0.000000,0.000000,228.600006
58711,1,Wood or Wood Waste,ST (Steam Turbine),34.526180,0.073430,42.000000
58712,1,Hydro,HY (Hydro),14.878810,0.062200,40.500000
58712,2,Hydro,HY (Hydro),14.878810,0.062200,40.500000
58712,3,Hydro,HY (Hydro),14.878810,0.062200,40.500000
58712,4,Hydro,HY (Hydro),14.878810,0.062200,40.500000
58713,1,Natural Gas,CT (Combined Cycle Combustion Turbine Part),14.878810,0.053263,39.400002
58713,2,Natural Gas,CT (Combined Cycle Combustion Turbine Part),14.878810,0.053263,39.400002
58713,3,Natural Gas,CT (Combined Cycle Combustion Turbine Part),14.878810,0.053263,39.400002
58713,4,Natural Gas,CA (Combined Cycle Steam Part),14.878810,0.053263,58.200001
58715,1,Hydro,HY (Hydro),14.878810,0.062200,36.000000
58715,2,Hydro,HY (Hydro),14.878810,0.062200,36.000000
58716,1,Hydro,HY (Hydro),14.878810,0.062200,35.000000
58716,2,Hydro,HY (Hydro),14.878810,0.062200,35.000000
58719,1,Hydro,HY (Hydro),14.878810,0.062200,29.600000
58719,2,Hydro,HY (Hydro),14.878810,0.062200,29.600000
58720,1,Wood or Wood Waste,ST (Steam Turbine),34.775410,0.107863,28.000000
58721,1,Hydro,HY (Hydro),14.878810,0.062200,27.500000
58722,1,Hydro,HY (Hydro),14.878810,0.062200,27.000000
58722,2,Hydro,HY (Hydro),14.878810,0.062200,27.000000
58722,3,Hydro,HY (Hydro),14.878810,0.062200,27.000000
58723,1,Natural Gas,GT (Gas Turbine),13.537260,0.025932,46.599998
58723,2,Natural Gas,GT (Gas Turbine),13.537260,0.025932,46.599998
58723,3,Natural Gas,GT (Gas Turbine),13.537260,0.025932,46.599998
58723,4,Natural Gas,CA (Combined Cycle Steam Part),14.878810,0.053263,27.000000
58724,1,Hydro,HY (Hydro),14.878810,0.062200,26.799999
58726,1,Other,ST (Steam Turbine),0.000000,0.000000,26.000000
58727,1,Hydro,HY (Hydro),14.878810,0.062200,25.000000
58727,2,Hydro,HY (Hydro),14.878810,0.062200,25.000000
58728,1,Natural Gas,IC (Internal Combustion),26.976999,0.070040,4.100000
58728,2,Natural Gas,IC (Internal Combustion),26.976999,0.070040,4.100000
58728,3,Natural Gas,IC (Internal Combustion),26.976999,0.070040,4.100000
58728,4,Natural Gas,IC (Internal Combustion),26.976999,0.070040,4.100000
58728,5,Natural Gas,IC (Internal Combustion),26.976999,0.070040,4.100000
58728,6,Natural Gas,IC (Internal Combustion),26.976999,0.070040,4.100000
58730,1,Hydro,HY (Hydro),14.878810,0.062200,12.000000
58730,2,Hydro,HY (Hydro),14.878810,0.062200,12.000000
58731,1,Hydro,HY (Hydro),14.878810,0.062200,5.700000
58731,2,Hydro,HY (Hydro),14.878810,0.062200,5.700000
58731,3,Hydro,HY (Hydro),14.878810,0.062200,5.700000
58731,4,Hydro,HY (Hydro),14.878810,0.062200,5.700000
58732,1,Hydro,HY (Hydro),14.878810,0.062200,22.500000
58732,2,Hydro,HY (Hydro),14.878810,0.062200,22.500000
58732,3,Hydro,HY (Hydro),14.878810,0.062200,22.500000
58732,4,Hydro,HY (Hydro),14.878810,0.062200,22.500000
58733,1,Hydro,HY (Hydro),14.878810,0.062200,51.299999
58733,10,Hydro,HY (Hydro),14.878810,0.062200,20.700001
58733,11,Hydro,HY (Hydro),14.878810,0.062200,20.700001
58733,12,Hydro,HY (Hydro),14.878810,0.062200,20.700001
58733,13,Hydro,HY (Hydro),14.878810,0.062200,22.500000
58733,14,Hydro,HY (Hydro),14.878810,0.062200,22.500000
58733,15,Hydro,HY (Hydro),14.878810,0.062200,22.500000
58733,16,Hydro,HY (Hydro),14.878810,0.062200,22.500000
58733,17,Hydro,HY (Hydro),14.878810,0.062200,22.500000
58733,18,Hydro,HY (Hydro),14.878810,0.062200,22.500000
58733,2,Hydro,HY (Hydro),14.878810,0.062200,51.299999
58733,3,Hydro,HY (Hydro),14.878810,0.062200,51.299999
58733,4,Hydro,HY (Hydro),14.878810,0.062200,51.299999
58733,5,Hydro,HY (Hydro),14.878810,0.062200,51.299999
58733,6,Hydro,HY (Hydro),14.878810,0.062200,51.299999
58733,7,Hydro,HY (Hydro),14.878810,0.062200,51.299999
58733,8,Hydro,HY (Hydro),14.878810,0.062200,51.299999
58733,9,Hydro,HY (Hydro),14.878810,0.062200,20.700001
58735,1,Coal,ST (Steam Turbine),13.326390,0.001624,608.299988
58735,2,Coal,ST (Steam Turbine),13.326390,0.001624,608.299988
58735,3,Coal,ST (Steam Turbine),13.326390,0.001624,608.299988
58735,4,Coal,ST (Steam Turbine),13.270000,0.001639,617.000000
58736,1,Coal,ST (Steam Turbine),13.312100,0.001813,570.000000
58736,2,Coal,ST (Steam Turbine),13.312100,0.001813,570.000000
58736,3,Coal,ST (Steam Turbine),13.312100,0.001813,570.000000
58738,1,Wind,WT (Wind Turbine),0.000000,0.000000,200.000000
58740,1,Coal,ST (Steam Turbine),14.537230,0.010362,133.600006
58740,2,Coal,ST (Steam Turbine),14.537230,0.010362,133.600006
58740,3,Coal,ST (Steam Turbine),13.669370,0.005510,255.000000
58740,4,Coal,ST (Steam Turbine),13.121780,0.003485,400.000000
58741,1,Coal,ST (Steam Turbine),14.750000,0.012228,116.000000
58742,1,Wind,WT (Wind Turbine),0.000000,0.000000,115.800003
58743,1,Wind,WT (Wind Turbine),0.000000,0.000000,103.300003
58744,1,Wind,WT (Wind Turbine),0.000000,0.000000,103.300003
58745,1,Wind,WT (Wind Turbine),0.000000,0.000000,99.000000
58746,1,Coal,ST (Steam Turbine),15.034810,0.015262,95.000000
58748,1,Coal,ST (Steam Turbine),15.139290,0.016018,90.000000
58749,1,Wind,WT (Wind Turbine),0.000000,0.000000,80.000000
58750,1,Wind,WT (Wind Turbine),0.000000,0.000000,61.000000
58751,1,Hydro,HY (Hydro),14.878810,0.062200,17.200001
58751,2,Hydro,HY (Hydro),14.878810,0.062200,17.200001
58751,3,Hydro,HY (Hydro),14.878810,0.062200,17.200001
58752,1,Wind,WT (Wind Turbine),0.000000,0.000000,50.000000
58753,1,Wind,WT (Wind Turbine),0.000000,0.000000,42.000000
58754,1,Wind,WT (Wind Turbine),0.000000,0.000000,41.400002
58755,1,Coal,ST (Steam Turbine),16.010000,0.035747,6.830000
58755,2,Coal,ST (Steam Turbine),16.010000,0.035747,6.830000
58755,3,Coal,ST (Steam Turbine),16.010000,0.035747,6.830000
58755,4,Coal,ST (Steam Turbine),16.010000,0.035747,6.830000
58755,5,Coal,ST (Steam Turbine),16.010000,0.035747,6.830000
58755,6,Coal,ST (Steam Turbine),16.010000,0.035747,6.830000
58756,1,Wind,WT (Wind Turbine),0.000000,0.000000,40.700001
58756,2,Wind,WT (Wind Turbine),0.000000,0.000000,103.300003
58757,1,Natural Gas,GT (Gas Turbine),13.537260,0.025932,40.000000
58759,1,Hydro,HY (Hydro),14.878810,0.062200,12.000000
58759,2,Hydro,HY (Hydro),14.878810,0.062200,12.000000
58759,3,Hydro,HY (Hydro),14.878810,0.062200,12.000000
58760,1,Other,GT (Gas Turbine),17.118120,0.005326,36.000000
58760,2,Other,GT (Gas Turbine),17.118120,0.005326,36.000000
58760,3,Other,GT (Gas Turbine),17.118120,0.005326,36.000000
58762,1,Hydro,HY (Hydro),14.878810,0.062200,33.400002
58762,2,Hydro,HY (Hydro),14.878810,0.062200,33.400002
58764,1,Wind,WT (Wind Turbine),0.000000,0.000000,29.699999
58765,1,Wind,WT (Wind Turbine),0.000000,0.000000,29.400000
58766,1,Wind,WT (Wind Turbine),0.000000,0.000000,24.799999
58767,1,Natural Gas,GT (Gas Turbine),13.537260,0.025932,7.500000
58767,2,Natural Gas,GT (Gas Turbine),13.537260,0.025932,7.500000
58767,3,Natural Gas,GT (Gas Turbine),13.537260,0.025932,7.500000
58768,1,Natural Gas,GT (Gas Turbine),13.537260,0.025932,7.500000
58768,2,Natural Gas,GT (Gas Turbine),13.537260,0.025932,7.500000
58768,3,Natural Gas,GT (Gas Turbine),13.537260,0.025932,7.500000
58769,1,Natural Gas,GT (Gas Turbine),13.537260,0.025932,7.500000
58769,2,Natural Gas,GT (Gas Turbine),13.537260,0.025932,7.500000
58769,3,Natural Gas,GT (Gas Turbine),13.537260,0.025932,7.500000
58770,1,Coal,ST (Steam Turbine),16.010000,0.073325,21.700001
58771,1,Hydro,HY (Hydro),14.878810,0.062200,20.700001
58771,2,Hydro,HY (Hydro),14.878810,0.062200,20.700001
58772,1,Wind,WT (Wind Turbine),0.000000,0.000000,20.299999
58772,2,Wind,WT (Wind Turbine),0.000000,0.000000,103.300003
58773,1,Natural Gas,CT (Combined Cycle Combustion Turbine Part),9.546510,0.032500,179.399994
58773,2,Natural Gas,CA (Combined Cycle Steam Part),18.771999,0.009320,122.099998
58775,1,Wind,WT (Wind Turbine),0.000000,0.000000,124.500000
58776,1,Hydro,HY (Hydro),14.878810,0.020763,90.099998
58776,2,Hydro,HY (Hydro),14.878810,0.020763,90.099998
58776,3,Hydro,HY (Hydro),14.878810,0.020763,90.099998
58776,4,Hydro,HY (Hydro),14.878810,0.020763,90.099998
58776,5,Hydro,HY (Hydro),14.878810,0.009008,225.000000
58777,1,Hydro,HY (Hydro),14.878810,0.020763,90.000000
58777,2,Hydro,HY (Hydro),14.878810,0.020763,90.000000
58777,3,Hydro,HY (Hydro),14.878810,0.009008,220.000000
58779,1,Wind,WT (Wind Turbine),0.000000,0.000000,64.500000
58780,1,Hydro,HY (Hydro),14.878810,0.062200,15.000000
58780,2,Hydro,HY (Hydro),14.878810,0.062200,15.000000
58780,3,Hydro,HY (Hydro),14.878810,0.062200,15.000000
58780,4,Hydro,HY (Hydro),14.878810,0.062200,15.000000
58781,1,Hydro,HY (Hydro),14.878810,0.062200,59.400002
58781,2,Hydro,HY (Hydro),14.878810,0.062200,59.400002
58781,3,Hydro,HY (Hydro),14.878810,0.020763,73.199997
58781,4,Hydro,HY (Hydro),14.878810,0.020763,73.199997
58782,1,Hydro,HY (Hydro),14.878810,0.062200,46.599998
58784,1,Hydro,HY (Hydro),14.878810,0.062200,44.299999
58786,1,Hydro,HY (Hydro),14.878810,0.062200,14.000000
58786,2,Hydro,HY (Hydro),14.878810,0.062200,14.000000
58786,3,Hydro,HY (Hydro),14.878810,0.062200,14.000000
58787,1,Hydro,HY (Hydro),14.878810,0.062200,12.700000
58787,2,Hydro,HY (Hydro),14.878810,0.062200,12.700000
58787,3,Hydro,HY (Hydro),14.878810,0.062200,12.700000
58790,1,Hydro,HY (Hydro),14.878810,0.062200,10.000000
58790,2,Hydro,HY (Hydro),14.878810,0.062200,10.000000
58790,3,Hydro,HY (Hydro),14.878810,0.062200,10.000000
58791,1,Hydro,HY (Hydro),14.878810,0.062200,6.930000
58791,2,Hydro,HY (Hydro),14.878810,0.062200,6.930000
58791,3,Hydro,HY (Hydro),14.878810,0.062200,6.930000
58791,4,Hydro,HY (Hydro),14.878810,0.062200,6.930000
58792,1,Hydro,HY (Hydro),14.878810,0.062200,27.600000
58792,2,Hydro,HY (Hydro),14.878810,0.062200,27.600000
58792,3,Hydro,HY (Hydro),14.878810,0.062200,27.600000
58793,1,Hydro,HY (Hydro),14.878810,0.062200,12.500000
58793,2,Hydro,HY (Hydro),14.878810,0.062200,12.500000
58794,1,Hydro,HY (Hydro),14.878810,0.062200,25.000000
58794,2,Hydro,HY (Hydro),14.878810,0.062200,25.000000
58794,3,Hydro,HY (Hydro),14.878810,0.062200,25.000000
58795,1,Hydro,HY (Hydro),14.878810,0.062200,23.400000
58796,1,Wind,WT (Wind Turbine),0.000000,0.000000,22.500000
58797,1,Wind,WT (Wind Turbine),0.000000,0.000000,21.000000
58798,1,Wind,WT (Wind Turbine),0.000000,0.000000,21.000000
58799,1,Wind,WT (Wind Turbine),0.000000,0.000000,21.000000
58800,1,Wind,WT (Wind Turbine),0.000000,0.000000,21.000000
58802,1,Hydro,HY (Hydro),14.878810,0.062200,20.000000
58802,2,Hydro,HY (Hydro),14.878810,0.062200,20.000000
61780,1,Nuclear,ST (Steam Turbine),0.000000,0.000000,0.000000
61780,2,Nuclear,ST (Steam Turbine),0.000000,0.000000,0.000000
61780,3,Nuclear,ST (Steam Turbine),0.000000,0.000000,0.000000
61781,1,Coal,ST (Steam Turbine),12.513000,0.001791,803.099976
61781,2,Coal,ST (Steam Turbine),12.513000,0.001791,803.099976
61781,3,Coal,ST (Steam Turbine),12.513000,0.001791,803.099976
61782,1,Coal,ST (Steam Turbine),13.158460,0.003047,424.799988
61782,2,Coal,ST (Steam Turbine),13.184310,0.002813,458.100006
61782,3,Coal,ST (Steam Turbine),13.184310,0.002813,458.100006
61782,4,Coal,ST (Steam Turbine),13.158460,0.003047,424.799988
61783,1,Coal,ST (Steam Turbine),13.131520,0.003234,410.899994
61783,2,Coal,ST (Steam Turbine),13.131520,0.003234,410.899994
61784,1,Natural Gas,CA (Combined Cycle Steam Part),9.546510,0.032500,160.000000
61784,2,Natural Gas,CA (Combined Cycle Steam Part),9.546510,0.032500,160.000000
61784,3,Natural Gas,CA (Combined Cycle Steam Part),9.546510,0.032500,160.000000
61784,4,Natural Gas,CT (Combined Cycle Combustion Turbine Part),11.398370,0.026456,281.700012
61784,5,Natural Gas,CT (Combined Cycle Combustion Turbine Part),11.398370,0.026456,281.700012
61784,6,Natural Gas,CT (Combined Cycle Combustion Turbine Part),11.398370,0.026456,281.700012
61785,1,Natural Gas,CT (Combined Cycle Combustion Turbine Part),18.771999,0.009320,236.000000
61785,2,Natural Gas,CT (Combined Cycle Combustion Turbine Part),18.771999,0.009320,236.000000
61785,3,Natural Gas,CA (Combined Cycle Steam Part),18.771999,0.009320,236.000000
61786,1,Coal,ST (Steam Turbine),13.850090,0.006526,204.000000
61786,2,Coal,ST (Steam Turbine),13.850090,0.006526,204.000000
61786,3,Natural Gas,GT (Gas Turbine),13.537260,0.025932,20.400000
61786,4,Natural Gas,GT (Gas Turbine),13.537260,0.025932,60.500000
61786,5,Natural Gas,ST (Steam Turbine),24.524250,0.030776,81.599998
61786,6,Natural Gas,GT (Gas Turbine),16.921619,0.007157,78.699997
61787,1,Natural Gas,CA (Combined Cycle Steam Part),11.398370,0.026456,317.000000
61787,2,Natural Gas,CT (Combined Cycle Combustion Turbine Part),18.771999,0.009320,198.000000
61787,3,Natural Gas,CT (Combined Cycle Combustion Turbine Part),18.771999,0.009320,198.000000
61788,1,Natural Gas,CT (Combined Cycle Combustion Turbine Part),9.546510,0.032500,187.000000
61788,2,Natural Gas,CT (Combined Cycle Combustion Turbine Part),9.546510,0.032500,187.000000
61788,3,Natural Gas,CA (Combined Cycle Steam Part),11.398370,0.026456,272.100006
61789,1,Natural Gas,CT (Combined Cycle Combustion Turbine Part),9.546510,0.032500,185.300003
61789,2,Natural Gas,CT (Combined Cycle Combustion Turbine Part),9.546510,0.032500,185.300003
61789,3,Natural Gas,CA (Combined Cycle Steam Part),11.398370,0.026456,321.000000
61790,1,Natural Gas,CT (Combined Cycle Combustion Turbine Part),9.546510,0.032500,185.300003
61790,2,Natural Gas,CT (Combined Cycle Combustion Turbine Part),9.546510,0.032500,185.300003
61790,3,Natural Gas,CA (Combined Cycle Steam Part),11.398370,0.026456,321.000000
61791,1,Natural Gas,CT (Combined Cycle Combustion Turbine Part),9.546510,0.032500,181.600006
61791,2,Natural Gas,CT (Combined Cycle Combustion Turbine Part),9.546510,0.032500,181.600006
61791,3,Natural Gas,CT (Combined Cycle Combustion Turbine Part),9.546510,0.032500,181.600006
61791,4,Natural Gas,CT (Combined Cycle Combustion Turbine Part),9.546510,0.032500,187.500000
61791,5,Natural Gas,CA (Combined Cycle Steam Part),18.771999,0.009320,204.000000
61791,6,Natural Gas,CA (Combined Cycle Steam Part),18.771999,0.009320,204.000000
61792,1,Natural Gas,CT (Combined Cycle Combustion Turbine Part),9.546510,0.032500,176.000000
61792,2,Natural Gas,CT (Combined Cycle Combustion Turbine Part),9.546510,0.032500,176.600006
61792,3,Natural Gas,CA (Combined Cycle Steam Part),11.398370,0.026456,301.799988
61793,1,Natural Gas,CT (Combined Cycle Combustion Turbine Part),9.546510,0.032500,174.000000
61793,2,Natural Gas,CT (Combined Cycle Combustion Turbine Part),9.546510,0.032500,174.000000
61793,3,Natural Gas,CT (Combined Cycle Combustion Turbine Part),9.546510,0.032500,174.000000
61793,4,Natural Gas,CT (Combined Cycle Combustion Turbine Part),9.546510,0.032500,174.000000
61793,5,Natural Gas,CA (Combined Cycle Steam Part),11.398370,0.026456,271.000000
61793,6,Natural Gas,CA (Combined Cycle Steam Part),11.398370,0.026456,271.000000
61794,1,Natural Gas,CT (Combined Cycle Combustion Turbine Part),9.546510,0.032500,174.000000
61794,2,Natural Gas,CT (Combined Cycle Combustion Turbine Part),9.546510,0.032500,174.000000
61794,3,Natural Gas,CT (Combined Cycle Combustion Turbine Part),9.546510,0.032500,174.000000
61794,4,Natural Gas,CT (Combined Cycle Combustion Turbine Part),9.546510,0.032500,174.000000
61794,5,Natural Gas,CA (Combined Cycle Steam Part),11.398370,0.026456,271.000000
61794,6,Natural Gas,CA (Combined Cycle Steam Part),11.398370,0.026456,271.000000
61795,1,Natural Gas,ST (Steam Turbine),23.643999,0.021381,108.800003
61795,2,Natural Gas,ST (Steam Turbine),23.643999,0.021381,108.800003
61795,3,Natural Gas,ST (Steam Turbine),23.548031,0.020277,113.599998
61795,4,Coal,ST (Steam Turbine),14.083890,0.007681,173.300003
61795,5,Natural Gas,GT (Gas Turbine),13.537260,0.025932,27.000000
61795,6,Natural Gas,GT (Gas Turbine),13.537260,0.025932,27.000000
61796,1,Natural Gas,GT (Gas Turbine),13.537260,0.025932,60.299999
61796,2,Natural Gas,GT (Gas Turbine),13.537260,0.025932,60.299999
61796,3,Natural Gas,GT (Gas Turbine),13.537260,0.025932,53.099998
61796,4,Natural Gas,CT (Combined Cycle Combustion Turbine Part),9.546510,0.032500,170.000000
61796,5,Natural Gas,ST (Steam Turbine),25.287161,0.081579,34.500000
61796,6,Natural Gas,ST (Steam Turbine),24.719000,0.033311,73.500000
61796,7,Natural Gas,CA (Combined Cycle Steam Part),18.771999,0.009320,122.000000
61797,1,Hydro,HY (Hydro),14.878810,0.020763,157.000000
61797,2,Hydro,HY (Hydro),14.878810,0.020763,165.000000
61797,3,Hydro,HY (Hydro),14.878810,0.020763,165.000000
61797,4,Hydro,HY (Hydro),14.878810,0.020763,165.000000
61797,5,Hydro,HY (Hydro),14.878810,0.020763,165.000000
61797,6,Hydro,HY (Hydro),14.878810,0.020763,165.000000
61797,7,Hydro,HY (Hydro),14.878810,0.020763,165.000000
61797,8,Hydro,HY (Hydro),14.878810,0.020763,165.000000
61798,1,Natural Gas,CT (Combined Cycle Combustion Turbine Part),9.546510,0.032500,153.800003
61798,2,Natural Gas,CT (Combined Cycle Combustion Turbine Part),9.546510,0.032500,153.800003
61798,3,Natural Gas,CT (Combined Cycle Combustion Turbine Part),9.546510,0.032500,153.800003
61798,4,Natural Gas,CA (Combined Cycle Steam Part),9.546510,0.032500,136.100006
61798,5,Natural Gas,CA (Combined Cycle Steam Part),11.398370,0.026456,314.500000
61798,6,Natural Gas,CS (Combined Cycle Single Shaft),18.771999,0.009320,103.500000
61798,7,Natural Gas,CS (Combined Cycle Single Shaft),18.771999,0.009320,103.500000
61798,8,Natural Gas,CS (Combined Cycle Single Shaft),18.771999,0.009320,103.500000
61798,9,Natural Gas,CS (Combined Cycle Single Shaft),18.771999,0.009320,103.500000
61799,1,Coal,ST (Steam Turbine),14.784000,0.012582,113.599998
61799,2,Coal,ST (Steam Turbine),13.430000,0.004390,312.299988
61799,3,Coal,ST (Steam Turbine),13.519000,0.004740,288.899994
61799,4,Coal,ST (Steam Turbine),13.138910,0.003213,414.000000
61801,1,Natural Gas,GT (Gas Turbine),13.537260,0.025932,53.099998
61801,10,Natural Gas,CT (Combined Cycle Combustion Turbine Part),18.771999,0.009320,91.000000
61801,2,Natural Gas,GT (Gas Turbine),13.537260,0.025932,53.099998
61801,3,Natural Gas,CT (Combined Cycle Combustion Turbine Part),9.546510,0.032500,184.500000
61801,4,Natural Gas,CT (Combined Cycle Combustion Turbine Part),9.546510,0.032500,184.500000
61801,5,Natural Gas,CA (Combined Cycle Steam Part),14.878810,0.053263,44.599998
61801,6,Natural Gas,CA (Combined Cycle Steam Part),18.771999,0.009320,200.600006
61801,7,Natural Gas,CS (Combined Cycle Single Shaft),18.771999,0.009320,132.000000
61801,8,Natural Gas,CS (Combined Cycle Single Shaft),18.771999,0.009320,132.000000
